Vocab size: 8,192
Model config: {'sequence_len': 512, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 384, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 9.673286e+07
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011387 | lrm: 1.00 | dt: 1918ms | tok/sec: 17,087 | mfu: 11.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.227638 | lrm: 1.00 | dt: 403ms | tok/sec: 81,312 | mfu: 52.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.006374 | lrm: 1.00 | dt: 366ms | tok/sec: 89,505 | mfu: 57.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.588782 | lrm: 1.00 | dt: 367ms | tok/sec: 89,373 | mfu: 57.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.208686 | lrm: 1.00 | dt: 367ms | tok/sec: 89,259 | mfu: 57.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.953754 | lrm: 1.00 | dt: 366ms | tok/sec: 89,561 | mfu: 57.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.722742 | lrm: 1.00 | dt: 366ms | tok/sec: 89,629 | mfu: 57.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.535211 | lrm: 1.00 | dt: 367ms | tok/sec: 89,293 | mfu: 57.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.372522 | lrm: 1.00 | dt: 366ms | tok/sec: 89,577 | mfu: 57.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.211603 | lrm: 1.00 | dt: 367ms | tok/sec: 89,199 | mfu: 57.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.064425 | lrm: 1.00 | dt: 366ms | tok/sec: 89,435 | mfu: 57.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.956492 | lrm: 1.00 | dt: 366ms | tok/sec: 89,604 | mfu: 57.8% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.859335 | lrm: 1.00 | dt: 368ms | tok/sec: 89,163 | mfu: 57.5% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.764393 | lrm: 1.00 | dt: 365ms | tok/sec: 89,789 | mfu: 57.9% | epoch: 1 | remaining: 299s    
step 00475 (56.7%) | loss: 3.897917 | lrm: 0.56 | dt: 366ms | tok/sec: 89,534 | mfu: 57.7% | epoch: 1 | remaining: 130s    
step 00476 (56.8%) | loss: 3.897655 | lrm: 0.56 | dt: 367ms | tok/sec: 89,210 | mfu: 57.5% | epoch: 1 | remaining: 129s    
step 00477 (56.9%) | loss: 3.892682 | lrm: 0.56 | dt: 368ms | tok/sec: 88,980 | mfu: 57.4% | epoch: 1 | remaining: 129s    
step 00478 (57.0%) | loss: 3.895972 | lrm: 0.56 | dt: 365ms | tok/sec: 89,767 | mfu: 57.9% | epoch: 1 | remaining: 128s    
step 00479 (57.2%) | loss: 3.885989 | lrm: 0.56 | dt: 366ms | tok/sec: 89,409 | mfu: 57.7% | epoch: 1 | remaining: 128s    
step 00480 (57.3%) | loss: 3.891306 | lrm: 0.56 | dt: 365ms | tok/sec: 89,681 | mfu: 57.8% | epoch: 1 | remaining: 128s    
step 00481 (57.4%) | loss: 3.885185 | lrm: 0.56 | dt: 367ms | tok/sec: 89,281 | mfu: 57.6% | epoch: 1 | remaining: 127s    
step 00482 (57.5%) | loss: 3.870905 | lrm: 0.55 | dt: 366ms | tok/sec: 89,599 | mfu: 57.8% | epoch: 1 | remaining: 127s    
step 00483 (57.7%) | loss: 3.876728 | lrm: 0.55 | dt: 366ms | tok/sec: 89,484 | mfu: 57.7% | epoch: 1 | remaining: 127s    
step 00484 (57.8%) | loss: 3.874752 | lrm: 0.55 | dt: 366ms | tok/sec: 89,435 | mfu: 57.7% | epoch: 1 | remaining: 126s    
step 00485 (57.9%) | loss: 3.880030 | lrm: 0.55 | dt: 366ms | tok/sec: 89,425 | mfu: 57.7% | epoch: 1 | remaining: 126s    
step 00486 (58.0%) | loss: 3.877143 | lrm: 0.55 | dt: 367ms | tok/sec: 89,391 | mfu: 57.6% | epoch: 1 | remaining: 126s    
step 00487 (58.1%) | loss: 3.875547 | lrm: 0.55 | dt: 366ms | tok/sec: 89,634 | mfu: 57.8% | epoch: 1 | remaining: 125s    
step 00488 (58.3%) | loss: 3.874710 | lrm: 0.55 | dt: 366ms | tok/sec: 89,533 | mfu: 57.7% | epoch: 1 | remaining: 125s    
step 00489 (58.4%) | loss: 3.867168 | lrm: 0.54 | dt: 366ms | tok/sec: 89,506 | mfu: 57.7% | epoch: 1 | remaining: 124s    
step 00490 (58.5%) | loss: 3.864830 | lrm: 0.54 | dt: 367ms | tok/sec: 89,221 | mfu: 57.5% | epoch: 1 | remaining: 124s    
step 00491 (58.6%) | loss: 3.865500 | lrm: 0.54 | dt: 367ms | tok/sec: 89,355 | mfu: 57.6% | epoch: 1 | remaining: 124s    
step 00492 (58.8%) | loss: 3.856373 | lrm: 0.54 | dt: 364ms | tok/sec: 89,900 | mfu: 58.0% | epoch: 1 | remaining: 123s    
step 00493 (58.9%) | loss: 3.863352 | lrm: 0.54 | dt: 367ms | tok/sec: 89,226 | mfu: 57.5% | epoch: 1 | remaining: 123s    
step 00494 (59.0%) | loss: 3.862302 | lrm: 0.54 | dt: 366ms | tok/sec: 89,631 | mfu: 57.8% | epoch: 1 | remaining: 123s    
step 00495 (59.1%) | loss: 3.860207 | lrm: 0.54 | dt: 365ms | tok/sec: 89,840 | mfu: 57.9% | epoch: 1 | remaining: 122s    
step 00496 (59.2%) | loss: 3.861265 | lrm: 0.53 | dt: 368ms | tok/sec: 89,118 | mfu: 57.5% | epoch: 1 | remaining: 122s    
step 00497 (59.4%) | loss: 3.858230 | lrm: 0.53 | dt: 366ms | tok/sec: 89,570 | mfu: 57.8% | epoch: 1 | remaining: 122s    
step 00498 (59.5%) | loss: 3.860912 | lrm: 0.53 | dt: 369ms | tok/sec: 88,849 | mfu: 57.3% | epoch: 1 | remaining: 121s    
step 00499 (59.6%) | loss: 3.867261 | lrm: 0.53 | dt: 366ms | tok/sec: 89,587 | mfu: 57.8% | epoch: 1 | remaining: 121s    
step 00500 (59.7%) | loss: 3.873115 | lrm: 0.53 | dt: 366ms | tok/sec: 89,589 | mfu: 57.8% | epoch: 1 | remaining: 120s    
step 00501 (59.9%) | loss: 3.866091 | lrm: 0.53 | dt: 368ms | tok/sec: 89,044 | mfu: 57.4% | epoch: 1 | remaining: 120s    
step 00502 (60.0%) | loss: 3.861954 | lrm: 0.53 | dt: 365ms | tok/sec: 89,796 | mfu: 57.9% | epoch: 1 | remaining: 120s    
step 00503 (60.1%) | loss: 3.860677 | lrm: 0.52 | dt: 365ms | tok/sec: 89,731 | mfu: 57.9% | epoch: 1 | remaining: 119s    
step 00504 (60.2%) | loss: 3.863586 | lrm: 0.52 | dt: 368ms | tok/sec: 88,963 | mfu: 57.4% | epoch: 1 | remaining: 119s    
step 00505 (60.3%) | loss: 3.860083 | lrm: 0.52 | dt: 365ms | tok/sec: 89,710 | mfu: 57.9% | epoch: 1 | remaining: 119s    
step 00506 (60.5%) | loss: 3.856314 | lrm: 0.52 | dt: 366ms | tok/sec: 89,511 | mfu: 57.7% | epoch: 1 | remaining: 118s    
step 00507 (60.6%) | loss: 3.857823 | lrm: 0.52 | dt: 368ms | tok/sec: 89,154 | mfu: 57.5% | epoch: 1 | remaining: 118s    
step 00508 (60.7%) | loss: 3.858318 | lrm: 0.52 | dt: 365ms | tok/sec: 89,722 | mfu: 57.9% | epoch: 1 | remaining: 118s    
step 00509 (60.8%) | loss: 3.862831 | lrm: 0.52 | dt: 367ms | tok/sec: 89,407 | mfu: 57.7% | epoch: 1 | remaining: 117s    
step 00510 (61.0%) | loss: 3.859774 | lrm: 0.51 | dt: 368ms | tok/sec: 89,074 | mfu: 57.4% | epoch: 1 | remaining: 117s    
step 00511 (61.1%) | loss: 3.849029 | lrm: 0.51 | dt: 367ms | tok/sec: 89,361 | mfu: 57.6% | epoch: 1 | remaining: 116s    
step 00512 (61.2%) | loss: 3.842223 | lrm: 0.51 | dt: 372ms | tok/sec: 87,984 | mfu: 56.7% | epoch: 1 | remaining: 116s    
step 00513 (61.3%) | loss: 3.839441 | lrm: 0.51 | dt: 370ms | tok/sec: 88,630 | mfu: 57.2% | epoch: 1 | remaining: 116s    
step 00514 (61.4%) | loss: 3.833854 | lrm: 0.51 | dt: 366ms | tok/sec: 89,488 | mfu: 57.7% | epoch: 1 | remaining: 115s    
step 00515 (61.6%) | loss: 3.823893 | lrm: 0.51 | dt: 368ms | tok/sec: 88,936 | mfu: 57.4% | epoch: 1 | remaining: 115s    
step 00516 (61.7%) | loss: 3.824098 | lrm: 0.50 | dt: 366ms | tok/sec: 89,547 | mfu: 57.7% | epoch: 1 | remaining: 115s    
step 00517 (61.8%) | loss: 3.813374 | lrm: 0.50 | dt: 367ms | tok/sec: 89,230 | mfu: 57.5% | epoch: 1 | remaining: 114s    
step 00518 (61.9%) | loss: 3.812448 | lrm: 0.50 | dt: 369ms | tok/sec: 88,805 | mfu: 57.3% | epoch: 1 | remaining: 114s    
step 00519 (62.1%) | loss: 3.807418 | lrm: 0.50 | dt: 366ms | tok/sec: 89,459 | mfu: 57.7% | epoch: 1 | remaining: 113s    
step 00520 (62.2%) | loss: 3.803807 | lrm: 0.50 | dt: 368ms | tok/sec: 89,122 | mfu: 57.5% | epoch: 1 | remaining: 113s    
step 00521 (62.3%) | loss: 3.804141 | lrm: 0.50 | dt: 368ms | tok/sec: 89,154 | mfu: 57.5% | epoch: 1 | remaining: 113s    
step 00522 (62.4%) | loss: 3.805544 | lrm: 0.50 | dt: 365ms | tok/sec: 89,753 | mfu: 57.9% | epoch: 1 | remaining: 112s    
step 00523 (62.5%) | loss: 3.803980 | lrm: 0.49 | dt: 368ms | tok/sec: 88,945 | mfu: 57.4% | epoch: 1 | remaining: 112s    
step 00524 (62.7%) | loss: 3.810107 | lrm: 0.49 | dt: 366ms | tok/sec: 89,420 | mfu: 57.7% | epoch: 1 | remaining: 112s    
step 00525 (62.8%) | loss: 3.794564 | lrm: 0.49 | dt: 366ms | tok/sec: 89,488 | mfu: 57.7% | epoch: 1 | remaining: 111s    
step 00526 (62.9%) | loss: 3.789823 | lrm: 0.49 | dt: 367ms | tok/sec: 89,317 | mfu: 57.6% | epoch: 1 | remaining: 111s    
step 00527 (63.0%) | loss: 3.792892 | lrm: 0.49 | dt: 364ms | tok/sec: 90,017 | mfu: 58.1% | epoch: 1 | remaining: 111s    
step 00528 (63.2%) | loss: 3.805208 | lrm: 0.49 | dt: 367ms | tok/sec: 89,364 | mfu: 57.6% | epoch: 1 | remaining: 110s    
step 00529 (63.3%) | loss: 3.813293 | lrm: 0.49 | dt: 368ms | tok/sec: 88,988 | mfu: 57.4% | epoch: 1 | remaining: 110s    
step 00530 (63.4%) | loss: 3.817057 | lrm: 0.48 | dt: 365ms | tok/sec: 89,715 | mfu: 57.9% | epoch: 1 | remaining: 109s    
step 00531 (63.5%) | loss: 3.819898 | lrm: 0.48 | dt: 368ms | tok/sec: 89,097 | mfu: 57.5% | epoch: 1 | remaining: 109s    
step 00532 (63.6%) | loss: 3.825423 | lrm: 0.48 | dt: 368ms | tok/sec: 89,140 | mfu: 57.5% | epoch: 1 | remaining: 109s    
step 00533 (63.8%) | loss: 3.830215 | lrm: 0.48 | dt: 365ms | tok/sec: 89,739 | mfu: 57.9% | epoch: 1 | remaining: 108s    
step 00534 (63.9%) | loss: 3.835213 | lrm: 0.48 | dt: 367ms | tok/sec: 89,226 | mfu: 57.5% | epoch: 1 | remaining: 108s    
step 00535 (64.0%) | loss: 3.819774 | lrm: 0.48 | dt: 366ms | tok/sec: 89,489 | mfu: 57.7% | epoch: 1 | remaining: 108s    
step 00536 (64.1%) | loss: 3.816781 | lrm: 0.48 | dt: 366ms | tok/sec: 89,579 | mfu: 57.8% | epoch: 1 | remaining: 107s    
step 00537 (64.3%) | loss: 3.823489 | lrm: 0.47 | dt: 367ms | tok/sec: 89,178 | mfu: 57.5% | epoch: 1 | remaining: 107s    
step 00538 (64.4%) | loss: 3.825784 | lrm: 0.47 | dt: 365ms | tok/sec: 89,657 | mfu: 57.8% | epoch: 1 | remaining: 106s    
step 00539 (64.5%) | loss: 3.825107 | lrm: 0.47 | dt: 365ms | tok/sec: 89,727 | mfu: 57.9% | epoch: 1 | remaining: 106s    
step 00540 (64.6%) | loss: 3.827775 | lrm: 0.47 | dt: 368ms | tok/sec: 89,094 | mfu: 57.5% | epoch: 1 | remaining: 106s    
step 00541 (64.7%) | loss: 3.818323 | lrm: 0.47 | dt: 365ms | tok/sec: 89,846 | mfu: 57.9% | epoch: 1 | remaining: 105s    
step 00542 (64.9%) | loss: 3.817673 | lrm: 0.47 | dt: 366ms | tok/sec: 89,650 | mfu: 57.8% | epoch: 1 | remaining: 105s    
step 00543 (65.0%) | loss: 3.818461 | lrm: 0.47 | dt: 368ms | tok/sec: 89,051 | mfu: 57.4% | epoch: 1 | remaining: 105s    
step 00544 (65.1%) | loss: 3.819207 | lrm: 0.46 | dt: 367ms | tok/sec: 89,397 | mfu: 57.7% | epoch: 1 | remaining: 104s    
step 00545 (65.2%) | loss: 3.810979 | lrm: 0.46 | dt: 367ms | tok/sec: 89,166 | mfu: 57.5% | epoch: 1 | remaining: 104s    
step 00546 (65.4%) | loss: 3.807166 | lrm: 0.46 | dt: 367ms | tok/sec: 89,380 | mfu: 57.6% | epoch: 1 | remaining: 104s    
step 00547 (65.5%) | loss: 3.808055 | lrm: 0.46 | dt: 365ms | tok/sec: 89,850 | mfu: 57.9% | epoch: 1 | remaining: 103s    
step 00548 (65.6%) | loss: 3.803898 | lrm: 0.46 | dt: 368ms | tok/sec: 88,964 | mfu: 57.4% | epoch: 1 | remaining: 103s    
step 00549 (65.7%) | loss: 3.804802 | lrm: 0.46 | dt: 365ms | tok/sec: 89,790 | mfu: 57.9% | epoch: 1 | remaining: 102s    
step 00550 (65.8%) | loss: 3.809199 | lrm: 0.46 | dt: 366ms | tok/sec: 89,556 | mfu: 57.8% | epoch: 1 | remaining: 102s    
step 00551 (66.0%) | loss: 3.805607 | lrm: 0.45 | dt: 368ms | tok/sec: 89,123 | mfu: 57.5% | epoch: 1 | remaining: 102s    
step 00552 (66.1%) | loss: 3.806051 | lrm: 0.45 | dt: 366ms | tok/sec: 89,585 | mfu: 57.8% | epoch: 1 | remaining: 101s    
step 00553 (66.2%) | loss: 3.799873 | lrm: 0.45 | dt: 365ms | tok/sec: 89,701 | mfu: 57.8% | epoch: 1 | remaining: 101s    
step 00554 (66.3%) | loss: 3.804539 | lrm: 0.45 | dt: 369ms | tok/sec: 88,690 | mfu: 57.2% | epoch: 1 | remaining: 101s    
step 00555 (66.5%) | loss: 3.806668 | lrm: 0.45 | dt: 366ms | tok/sec: 89,651 | mfu: 57.8% | epoch: 1 | remaining: 100s    
step 00556 (66.6%) | loss: 3.811575 | lrm: 0.45 | dt: 367ms | tok/sec: 89,387 | mfu: 57.6% | epoch: 1 | remaining: 100s    
step 00557 (66.7%) | loss: 3.803979 | lrm: 0.45 | dt: 368ms | tok/sec: 89,083 | mfu: 57.4% | epoch: 1 | remaining: 100s    
step 00558 (66.8%) | loss: 3.800823 | lrm: 0.44 | dt: 367ms | tok/sec: 89,388 | mfu: 57.6% | epoch: 1 | remaining: 99s    
step 00559 (66.9%) | loss: 3.797807 | lrm: 0.44 | dt: 367ms | tok/sec: 89,174 | mfu: 57.5% | epoch: 1 | remaining: 99s    
step 00560 (67.1%) | loss: 3.797955 | lrm: 0.44 | dt: 366ms | tok/sec: 89,598 | mfu: 57.8% | epoch: 1 | remaining: 98s    
step 00561 (67.2%) | loss: 3.804198 | lrm: 0.44 | dt: 366ms | tok/sec: 89,522 | mfu: 57.7% | epoch: 1 | remaining: 98s    
step 00562 (67.3%) | loss: 3.806126 | lrm: 0.44 | dt: 367ms | tok/sec: 89,173 | mfu: 57.5% | epoch: 1 | remaining: 98s    
step 00563 (67.4%) | loss: 3.803369 | lrm: 0.44 | dt: 365ms | tok/sec: 89,675 | mfu: 57.8% | epoch: 1 | remaining: 97s    
step 00564 (67.6%) | loss: 3.801970 | lrm: 0.44 | dt: 366ms | tok/sec: 89,416 | mfu: 57.7% | epoch: 1 | remaining: 97s    
step 00565 (67.7%) | loss: 3.798727 | lrm: 0.43 | dt: 367ms | tok/sec: 89,248 | mfu: 57.6% | epoch: 1 | remaining: 97s    
step 00566 (67.8%) | loss: 3.800138 | lrm: 0.43 | dt: 367ms | tok/sec: 89,329 | mfu: 57.6% | epoch: 1 | remaining: 96s    
step 00567 (67.9%) | loss: 3.795417 | lrm: 0.43 | dt: 367ms | tok/sec: 89,219 | mfu: 57.5% | epoch: 1 | remaining: 96s    
step 00568 (68.0%) | loss: 3.787982 | lrm: 0.43 | dt: 367ms | tok/sec: 89,330 | mfu: 57.6% | epoch: 1 | remaining: 96s    
step 00569 (68.2%) | loss: 3.801351 | lrm: 0.43 | dt: 367ms | tok/sec: 89,369 | mfu: 57.6% | epoch: 1 | remaining: 95s    
step 00570 (68.3%) | loss: 3.798424 | lrm: 0.43 | dt: 366ms | tok/sec: 89,488 | mfu: 57.7% | epoch: 1 | remaining: 95s    
step 00571 (68.4%) | loss: 3.794902 | lrm: 0.43 | dt: 366ms | tok/sec: 89,548 | mfu: 57.7% | epoch: 1 | remaining: 94s    
step 00572 (68.5%) | loss: 3.790499 | lrm: 0.42 | dt: 375ms | tok/sec: 87,392 | mfu: 56.4% | epoch: 1 | remaining: 94s    
step 00573 (68.7%) | loss: 3.785266 | lrm: 0.42 | dt: 368ms | tok/sec: 89,134 | mfu: 57.5% | epoch: 1 | remaining: 94s    
step 00574 (68.8%) | loss: 3.787276 | lrm: 0.42 | dt: 367ms | tok/sec: 89,278 | mfu: 57.6% | epoch: 1 | remaining: 93s    
step 00575 (68.9%) | loss: 3.789665 | lrm: 0.42 | dt: 367ms | tok/sec: 89,292 | mfu: 57.6% | epoch: 1 | remaining: 93s    
step 00576 (69.0%) | loss: 3.777051 | lrm: 0.42 | dt: 367ms | tok/sec: 89,298 | mfu: 57.6% | epoch: 1 | remaining: 93s    
step 00577 (69.1%) | loss: 3.787289 | lrm: 0.42 | dt: 366ms | tok/sec: 89,623 | mfu: 57.8% | epoch: 1 | remaining: 92s    
step 00578 (69.3%) | loss: 3.795540 | lrm: 0.41 | dt: 368ms | tok/sec: 89,065 | mfu: 57.4% | epoch: 1 | remaining: 92s    
step 00579 (69.4%) | loss: 3.791408 | lrm: 0.41 | dt: 366ms | tok/sec: 89,637 | mfu: 57.8% | epoch: 1 | remaining: 91s    
step 00580 (69.5%) | loss: 3.783448 | lrm: 0.41 | dt: 367ms | tok/sec: 89,297 | mfu: 57.6% | epoch: 1 | remaining: 91s    
step 00581 (69.6%) | loss: 3.782137 | lrm: 0.41 | dt: 369ms | tok/sec: 88,709 | mfu: 57.2% | epoch: 1 | remaining: 91s    
step 00582 (69.8%) | loss: 3.781058 | lrm: 0.41 | dt: 366ms | tok/sec: 89,595 | mfu: 57.8% | epoch: 1 | remaining: 90s    
step 00583 (69.9%) | loss: 3.778725 | lrm: 0.41 | dt: 366ms | tok/sec: 89,601 | mfu: 57.8% | epoch: 1 | remaining: 90s    
step 00584 (70.0%) | loss: 3.779343 | lrm: 0.41 | dt: 369ms | tok/sec: 88,828 | mfu: 57.3% | epoch: 1 | remaining: 90s    
step 00585 (70.1%) | loss: 3.775579 | lrm: 0.40 | dt: 367ms | tok/sec: 89,385 | mfu: 57.6% | epoch: 1 | remaining: 89s    
step 00586 (70.2%) | loss: 3.782249 | lrm: 0.40 | dt: 367ms | tok/sec: 89,344 | mfu: 57.6% | epoch: 1 | remaining: 89s    
step 00587 (70.4%) | loss: 3.782144 | lrm: 0.40 | dt: 367ms | tok/sec: 89,400 | mfu: 57.7% | epoch: 1 | remaining: 89s    
step 00588 (70.5%) | loss: 3.786451 | lrm: 0.40 | dt: 367ms | tok/sec: 89,369 | mfu: 57.6% | epoch: 1 | remaining: 88s    
step 00589 (70.6%) | loss: 3.780184 | lrm: 0.40 | dt: 366ms | tok/sec: 89,571 | mfu: 57.8% | epoch: 1 | remaining: 88s    
step 00590 (70.7%) | loss: 3.780527 | lrm: 0.40 | dt: 367ms | tok/sec: 89,282 | mfu: 57.6% | epoch: 1 | remaining: 87s    
step 00591 (70.9%) | loss: 3.772806 | lrm: 0.40 | dt: 365ms | tok/sec: 89,760 | mfu: 57.9% | epoch: 1 | remaining: 87s    
step 00592 (71.0%) | loss: 3.776389 | lrm: 0.39 | dt: 367ms | tok/sec: 89,255 | mfu: 57.6% | epoch: 1 | remaining: 87s    
step 00593 (71.1%) | loss: 3.777187 | lrm: 0.39 | dt: 365ms | tok/sec: 89,736 | mfu: 57.9% | epoch: 1 | remaining: 86s    
step 00594 (71.2%) | loss: 3.770233 | lrm: 0.39 | dt: 366ms | tok/sec: 89,430 | mfu: 57.7% | epoch: 1 | remaining: 86s    
step 00595 (71.3%) | loss: 3.771947 | lrm: 0.39 | dt: 367ms | tok/sec: 89,221 | mfu: 57.5% | epoch: 1 | remaining: 86s    
step 00596 (71.5%) | loss: 3.780826 | lrm: 0.39 | dt: 365ms | tok/sec: 89,831 | mfu: 57.9% | epoch: 1 | remaining: 85s    
step 00597 (71.6%) | loss: 3.782003 | lrm: 0.39 | dt: 366ms | tok/sec: 89,620 | mfu: 57.8% | epoch: 1 | remaining: 85s    
step 00598 (71.7%) | loss: 3.777445 | lrm: 0.39 | dt: 368ms | tok/sec: 89,029 | mfu: 57.4% | epoch: 1 | remaining: 84s    
step 00599 (71.8%) | loss: 3.778335 | lrm: 0.38 | dt: 364ms | tok/sec: 89,992 | mfu: 58.0% | epoch: 1 | remaining: 84s    
step 00600 (72.0%) | loss: 3.777615 | lrm: 0.38 | dt: 368ms | tok/sec: 89,096 | mfu: 57.5% | epoch: 1 | remaining: 84s    
step 00601 (72.1%) | loss: 3.773222 | lrm: 0.38 | dt: 367ms | tok/sec: 89,270 | mfu: 57.6% | epoch: 1 | remaining: 83s    
step 00602 (72.2%) | loss: 3.769699 | lrm: 0.38 | dt: 365ms | tok/sec: 89,744 | mfu: 57.9% | epoch: 1 | remaining: 83s    
step 00603 (72.3%) | loss: 3.773532 | lrm: 0.38 | dt: 368ms | tok/sec: 89,022 | mfu: 57.4% | epoch: 1 | remaining: 83s    
step 00604 (72.4%) | loss: 3.776890 | lrm: 0.38 | dt: 366ms | tok/sec: 89,465 | mfu: 57.7% | epoch: 1 | remaining: 82s    
step 00605 (72.6%) | loss: 3.783678 | lrm: 0.38 | dt: 366ms | tok/sec: 89,650 | mfu: 57.8% | epoch: 1 | remaining: 82s    
step 00606 (72.7%) | loss: 3.774551 | lrm: 0.37 | dt: 368ms | tok/sec: 89,035 | mfu: 57.4% | epoch: 1 | remaining: 82s    
step 00607 (72.8%) | loss: 3.771502 | lrm: 0.37 | dt: 365ms | tok/sec: 89,687 | mfu: 57.8% | epoch: 1 | remaining: 81s    
step 00608 (72.9%) | loss: 3.766437 | lrm: 0.37 | dt: 366ms | tok/sec: 89,586 | mfu: 57.8% | epoch: 1 | remaining: 81s    
step 00609 (73.1%) | loss: 3.771888 | lrm: 0.37 | dt: 368ms | tok/sec: 88,996 | mfu: 57.4% | epoch: 1 | remaining: 80s    
step 00610 (73.2%) | loss: 3.775311 | lrm: 0.37 | dt: 364ms | tok/sec: 89,931 | mfu: 58.0% | epoch: 1 | remaining: 80s    
step 00611 (73.3%) | loss: 3.775207 | lrm: 0.37 | dt: 367ms | tok/sec: 89,199 | mfu: 57.5% | epoch: 1 | remaining: 80s    
step 00612 (73.4%) | loss: 3.771573 | lrm: 0.37 | dt: 368ms | tok/sec: 89,127 | mfu: 57.5% | epoch: 1 | remaining: 79s    
step 00613 (73.5%) | loss: 3.767280 | lrm: 0.36 | dt: 365ms | tok/sec: 89,860 | mfu: 58.0% | epoch: 1 | remaining: 79s    
step 00614 (73.7%) | loss: 3.769455 | lrm: 0.36 | dt: 367ms | tok/sec: 89,252 | mfu: 57.6% | epoch: 1 | remaining: 79s    
step 00615 (73.8%) | loss: 3.768698 | lrm: 0.36 | dt: 365ms | tok/sec: 89,667 | mfu: 57.8% | epoch: 1 | remaining: 78s    
step 00616 (73.9%) | loss: 3.767058 | lrm: 0.36 | dt: 365ms | tok/sec: 89,875 | mfu: 58.0% | epoch: 1 | remaining: 78s    
step 00617 (74.0%) | loss: 3.761766 | lrm: 0.36 | dt: 368ms | tok/sec: 89,007 | mfu: 57.4% | epoch: 1 | remaining: 78s    
step 00618 (74.2%) | loss: 3.755014 | lrm: 0.36 | dt: 366ms | tok/sec: 89,485 | mfu: 57.7% | epoch: 1 | remaining: 77s    
step 00619 (74.3%) | loss: 3.749865 | lrm: 0.36 | dt: 366ms | tok/sec: 89,453 | mfu: 57.7% | epoch: 1 | remaining: 77s    
step 00620 (74.4%) | loss: 3.757039 | lrm: 0.35 | dt: 368ms | tok/sec: 89,041 | mfu: 57.4% | epoch: 1 | remaining: 76s    
step 00621 (74.5%) | loss: 3.754556 | lrm: 0.35 | dt: 364ms | tok/sec: 89,983 | mfu: 58.0% | epoch: 1 | remaining: 76s    
step 00622 (74.6%) | loss: 3.746827 | lrm: 0.35 | dt: 367ms | tok/sec: 89,366 | mfu: 57.6% | epoch: 1 | remaining: 76s    
step 00623 (74.8%) | loss: 3.742851 | lrm: 0.35 | dt: 367ms | tok/sec: 89,273 | mfu: 57.6% | epoch: 1 | remaining: 75s    
step 00624 (74.9%) | loss: 3.758126 | lrm: 0.35 | dt: 367ms | tok/sec: 89,268 | mfu: 57.6% | epoch: 1 | remaining: 75s    
step 00625 (75.0%) | loss: 3.760385 | lrm: 0.35 | dt: 369ms | tok/sec: 88,903 | mfu: 57.3% | epoch: 1 | remaining: 75s    
step 00626 (75.1%) | loss: 3.755915 | lrm: 0.35 | dt: 367ms | tok/sec: 89,263 | mfu: 57.6% | epoch: 1 | remaining: 74s    
step 00627 (75.3%) | loss: 3.750016 | lrm: 0.34 | dt: 366ms | tok/sec: 89,473 | mfu: 57.7% | epoch: 1 | remaining: 74s    
step 00628 (75.4%) | loss: 3.747188 | lrm: 0.34 | dt: 366ms | tok/sec: 89,563 | mfu: 57.8% | epoch: 1 | remaining: 74s    
step 00629 (75.5%) | loss: 3.740518 | lrm: 0.34 | dt: 366ms | tok/sec: 89,551 | mfu: 57.8% | epoch: 1 | remaining: 73s    
step 00630 (75.6%) | loss: 3.737702 | lrm: 0.34 | dt: 367ms | tok/sec: 89,382 | mfu: 57.6% | epoch: 1 | remaining: 73s    
step 00631 (75.7%) | loss: 3.734006 | lrm: 0.34 | dt: 370ms | tok/sec: 88,488 | mfu: 57.1% | epoch: 1 | remaining: 72s    
step 00632 (75.9%) | loss: 3.734651 | lrm: 0.34 | dt: 372ms | tok/sec: 88,153 | mfu: 56.8% | epoch: 1 | remaining: 72s    
step 00633 (76.0%) | loss: 3.734428 | lrm: 0.34 | dt: 373ms | tok/sec: 87,771 | mfu: 56.6% | epoch: 1 | remaining: 72s    
