Vocab size: 8,192
Model config: {'sequence_len': 512, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 384, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,408
  scalars                 : 12
  total                   : 26,346,060
Estimated FLOPs per token: 9.673459e+07
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011249 | lrm: 1.00 | dt: 1466ms | tok/sec: 11,178 | mfu: 7.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.934780 | lrm: 1.00 | dt: 340ms | tok/sec: 48,164 | mfu: 31.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.681718 | lrm: 1.00 | dt: 298ms | tok/sec: 55,050 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.338754 | lrm: 1.00 | dt: 298ms | tok/sec: 54,962 | mfu: 35.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.028771 | lrm: 1.00 | dt: 298ms | tok/sec: 54,976 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.775651 | lrm: 1.00 | dt: 298ms | tok/sec: 55,036 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.555651 | lrm: 1.00 | dt: 298ms | tok/sec: 54,990 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.381238 | lrm: 1.00 | dt: 298ms | tok/sec: 55,037 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.240231 | lrm: 1.00 | dt: 299ms | tok/sec: 54,867 | mfu: 35.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.112508 | lrm: 1.00 | dt: 298ms | tok/sec: 55,045 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.993913 | lrm: 1.00 | dt: 298ms | tok/sec: 54,982 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.904808 | lrm: 1.00 | dt: 298ms | tok/sec: 55,029 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.823026 | lrm: 1.00 | dt: 298ms | tok/sec: 54,970 | mfu: 35.5% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.750104 | lrm: 1.00 | dt: 299ms | tok/sec: 54,817 | mfu: 35.4% | epoch: 1 | remaining: 299s    
step 00475 (46.1%) | loss: 4.170656 | lrm: 1.00 | dt: 298ms | tok/sec: 55,007 | mfu: 35.5% | epoch: 1 | remaining: 161s    
step 00476 (46.2%) | loss: 4.162235 | lrm: 1.00 | dt: 298ms | tok/sec: 54,937 | mfu: 35.4% | epoch: 1 | remaining: 161s    
step 00477 (46.3%) | loss: 4.171179 | lrm: 1.00 | dt: 298ms | tok/sec: 54,898 | mfu: 35.4% | epoch: 1 | remaining: 161s    
step 00478 (46.4%) | loss: 4.170761 | lrm: 1.00 | dt: 298ms | tok/sec: 54,998 | mfu: 35.5% | epoch: 1 | remaining: 160s    
step 00479 (46.5%) | loss: 4.184092 | lrm: 1.00 | dt: 298ms | tok/sec: 54,974 | mfu: 35.5% | epoch: 1 | remaining: 160s    
step 00480 (46.6%) | loss: 4.166385 | lrm: 1.00 | dt: 299ms | tok/sec: 54,861 | mfu: 35.4% | epoch: 1 | remaining: 160s    
step 00481 (46.7%) | loss: 4.164022 | lrm: 1.00 | dt: 298ms | tok/sec: 55,000 | mfu: 35.5% | epoch: 1 | remaining: 159s    
step 00482 (46.8%) | loss: 4.172985 | lrm: 1.00 | dt: 298ms | tok/sec: 54,960 | mfu: 35.4% | epoch: 1 | remaining: 159s    
step 00483 (46.9%) | loss: 4.177299 | lrm: 1.00 | dt: 299ms | tok/sec: 54,790 | mfu: 35.3% | epoch: 1 | remaining: 159s    
step 00484 (47.0%) | loss: 4.165849 | lrm: 1.00 | dt: 298ms | tok/sec: 54,978 | mfu: 35.5% | epoch: 1 | remaining: 159s    
step 00485 (47.1%) | loss: 4.162863 | lrm: 1.00 | dt: 298ms | tok/sec: 54,987 | mfu: 35.5% | epoch: 1 | remaining: 158s    
step 00486 (47.2%) | loss: 4.161083 | lrm: 1.00 | dt: 298ms | tok/sec: 54,924 | mfu: 35.4% | epoch: 1 | remaining: 158s    
step 00487 (47.3%) | loss: 4.148931 | lrm: 1.00 | dt: 298ms | tok/sec: 54,967 | mfu: 35.4% | epoch: 1 | remaining: 158s    
step 00488 (47.4%) | loss: 4.150974 | lrm: 1.00 | dt: 298ms | tok/sec: 54,920 | mfu: 35.4% | epoch: 1 | remaining: 157s    
step 00489 (47.5%) | loss: 4.159992 | lrm: 1.00 | dt: 298ms | tok/sec: 54,965 | mfu: 35.4% | epoch: 1 | remaining: 157s    
step 00490 (47.6%) | loss: 4.168595 | lrm: 1.00 | dt: 298ms | tok/sec: 54,922 | mfu: 35.4% | epoch: 1 | remaining: 157s    
step 00491 (47.7%) | loss: 4.169665 | lrm: 1.00 | dt: 298ms | tok/sec: 54,992 | mfu: 35.5% | epoch: 1 | remaining: 156s    
step 00492 (47.8%) | loss: 4.161014 | lrm: 1.00 | dt: 298ms | tok/sec: 54,942 | mfu: 35.4% | epoch: 1 | remaining: 156s    
step 00493 (47.9%) | loss: 4.151386 | lrm: 1.00 | dt: 298ms | tok/sec: 54,898 | mfu: 35.4% | epoch: 1 | remaining: 156s    
step 00494 (48.0%) | loss: 4.148680 | lrm: 1.00 | dt: 298ms | tok/sec: 54,992 | mfu: 35.5% | epoch: 1 | remaining: 156s    
step 00495 (48.1%) | loss: 4.161641 | lrm: 1.00 | dt: 298ms | tok/sec: 54,987 | mfu: 35.5% | epoch: 1 | remaining: 155s    
step 00496 (48.2%) | loss: 4.156661 | lrm: 1.00 | dt: 298ms | tok/sec: 54,908 | mfu: 35.4% | epoch: 1 | remaining: 155s    
step 00497 (48.3%) | loss: 4.162676 | lrm: 1.00 | dt: 298ms | tok/sec: 54,957 | mfu: 35.4% | epoch: 1 | remaining: 155s    
step 00498 (48.4%) | loss: 4.156347 | lrm: 1.00 | dt: 298ms | tok/sec: 55,002 | mfu: 35.5% | epoch: 1 | remaining: 154s    
step 00499 (48.5%) | loss: 4.148876 | lrm: 1.00 | dt: 298ms | tok/sec: 54,970 | mfu: 35.5% | epoch: 1 | remaining: 154s    
step 00500 (48.6%) | loss: 4.163062 | lrm: 1.00 | dt: 298ms | tok/sec: 54,990 | mfu: 35.5% | epoch: 1 | remaining: 154s    
step 00501 (48.7%) | loss: 4.154799 | lrm: 1.00 | dt: 299ms | tok/sec: 54,869 | mfu: 35.4% | epoch: 1 | remaining: 154s    
step 00502 (48.8%) | loss: 4.154960 | lrm: 1.00 | dt: 298ms | tok/sec: 54,918 | mfu: 35.4% | epoch: 1 | remaining: 153s    
step 00503 (48.9%) | loss: 4.156356 | lrm: 1.00 | dt: 298ms | tok/sec: 54,918 | mfu: 35.4% | epoch: 1 | remaining: 153s    
step 00504 (49.0%) | loss: 4.168316 | lrm: 1.00 | dt: 298ms | tok/sec: 54,918 | mfu: 35.4% | epoch: 1 | remaining: 153s    
step 00505 (49.1%) | loss: 4.168646 | lrm: 1.00 | dt: 298ms | tok/sec: 54,946 | mfu: 35.4% | epoch: 1 | remaining: 152s    
step 00506 (49.2%) | loss: 4.165973 | lrm: 1.00 | dt: 298ms | tok/sec: 55,007 | mfu: 35.5% | epoch: 1 | remaining: 152s    
step 00507 (49.3%) | loss: 4.170055 | lrm: 1.00 | dt: 298ms | tok/sec: 54,944 | mfu: 35.4% | epoch: 1 | remaining: 152s    
step 00508 (49.4%) | loss: 4.166056 | lrm: 1.00 | dt: 298ms | tok/sec: 54,921 | mfu: 35.4% | epoch: 1 | remaining: 151s    
step 00509 (49.5%) | loss: 4.163403 | lrm: 1.00 | dt: 298ms | tok/sec: 54,998 | mfu: 35.5% | epoch: 1 | remaining: 151s    
step 00510 (49.6%) | loss: 4.167261 | lrm: 1.00 | dt: 298ms | tok/sec: 54,920 | mfu: 35.4% | epoch: 1 | remaining: 151s    
step 00511 (49.7%) | loss: 4.173787 | lrm: 1.00 | dt: 299ms | tok/sec: 54,870 | mfu: 35.4% | epoch: 1 | remaining: 151s    
step 00512 (49.8%) | loss: 4.158729 | lrm: 1.00 | dt: 298ms | tok/sec: 54,966 | mfu: 35.4% | epoch: 1 | remaining: 150s    
step 00513 (49.9%) | loss: 4.153680 | lrm: 1.00 | dt: 298ms | tok/sec: 54,901 | mfu: 35.4% | epoch: 1 | remaining: 150s    
step 00514 (50.0%) | loss: 4.144001 | lrm: 1.00 | dt: 299ms | tok/sec: 54,802 | mfu: 35.3% | epoch: 1 | remaining: 150s    
step 00515 (50.1%) | loss: 4.139730 | lrm: 1.00 | dt: 298ms | tok/sec: 54,895 | mfu: 35.4% | epoch: 1 | remaining: 149s    
step 00516 (50.2%) | loss: 4.142925 | lrm: 1.00 | dt: 298ms | tok/sec: 54,889 | mfu: 35.4% | epoch: 1 | remaining: 149s    
step 00517 (50.3%) | loss: 4.136807 | lrm: 0.99 | dt: 299ms | tok/sec: 54,865 | mfu: 35.4% | epoch: 1 | remaining: 149s    
step 00518 (50.4%) | loss: 4.137708 | lrm: 0.99 | dt: 298ms | tok/sec: 54,916 | mfu: 35.4% | epoch: 1 | remaining: 148s    
step 00519 (50.5%) | loss: 4.130351 | lrm: 0.99 | dt: 298ms | tok/sec: 54,979 | mfu: 35.5% | epoch: 1 | remaining: 148s    
step 00520 (50.6%) | loss: 4.120413 | lrm: 0.99 | dt: 299ms | tok/sec: 54,725 | mfu: 35.3% | epoch: 1 | remaining: 148s    
step 00521 (50.7%) | loss: 4.115124 | lrm: 0.99 | dt: 298ms | tok/sec: 54,890 | mfu: 35.4% | epoch: 1 | remaining: 148s    
step 00522 (50.8%) | loss: 4.116209 | lrm: 0.98 | dt: 298ms | tok/sec: 54,935 | mfu: 35.4% | epoch: 1 | remaining: 147s    
step 00523 (50.9%) | loss: 4.116499 | lrm: 0.98 | dt: 298ms | tok/sec: 54,923 | mfu: 35.4% | epoch: 1 | remaining: 147s    
step 00524 (51.0%) | loss: 4.114808 | lrm: 0.98 | dt: 298ms | tok/sec: 54,913 | mfu: 35.4% | epoch: 1 | remaining: 147s    
step 00525 (51.1%) | loss: 4.114217 | lrm: 0.98 | dt: 298ms | tok/sec: 54,962 | mfu: 35.4% | epoch: 1 | remaining: 146s    
step 00526 (51.2%) | loss: 4.110281 | lrm: 0.98 | dt: 298ms | tok/sec: 55,012 | mfu: 35.5% | epoch: 1 | remaining: 146s    
step 00527 (51.3%) | loss: 4.104254 | lrm: 0.97 | dt: 298ms | tok/sec: 54,926 | mfu: 35.4% | epoch: 1 | remaining: 146s    
step 00528 (51.4%) | loss: 4.101253 | lrm: 0.97 | dt: 299ms | tok/sec: 54,885 | mfu: 35.4% | epoch: 1 | remaining: 145s    
step 00529 (51.5%) | loss: 4.095688 | lrm: 0.97 | dt: 298ms | tok/sec: 54,902 | mfu: 35.4% | epoch: 1 | remaining: 145s    
step 00530 (51.6%) | loss: 4.086162 | lrm: 0.97 | dt: 299ms | tok/sec: 54,850 | mfu: 35.4% | epoch: 1 | remaining: 145s    
step 00531 (51.7%) | loss: 4.106057 | lrm: 0.97 | dt: 299ms | tok/sec: 54,859 | mfu: 35.4% | epoch: 1 | remaining: 145s    
step 00532 (51.8%) | loss: 4.102622 | lrm: 0.96 | dt: 298ms | tok/sec: 54,974 | mfu: 35.5% | epoch: 1 | remaining: 144s    
step 00533 (51.9%) | loss: 4.098447 | lrm: 0.96 | dt: 298ms | tok/sec: 54,908 | mfu: 35.4% | epoch: 1 | remaining: 144s    
step 00534 (52.0%) | loss: 4.108880 | lrm: 0.96 | dt: 299ms | tok/sec: 54,856 | mfu: 35.4% | epoch: 1 | remaining: 144s    
step 00535 (52.1%) | loss: 4.093559 | lrm: 0.96 | dt: 299ms | tok/sec: 54,827 | mfu: 35.4% | epoch: 1 | remaining: 143s    
step 00536 (52.2%) | loss: 4.084537 | lrm: 0.96 | dt: 298ms | tok/sec: 55,022 | mfu: 35.5% | epoch: 1 | remaining: 143s    
step 00537 (52.3%) | loss: 4.108866 | lrm: 0.95 | dt: 299ms | tok/sec: 54,852 | mfu: 35.4% | epoch: 1 | remaining: 143s    
step 00538 (52.4%) | loss: 4.102413 | lrm: 0.95 | dt: 299ms | tok/sec: 54,847 | mfu: 35.4% | epoch: 1 | remaining: 142s    
step 00539 (52.5%) | loss: 4.091875 | lrm: 0.95 | dt: 298ms | tok/sec: 55,043 | mfu: 35.5% | epoch: 1 | remaining: 142s    
step 00540 (52.6%) | loss: 4.092372 | lrm: 0.95 | dt: 298ms | tok/sec: 54,981 | mfu: 35.5% | epoch: 1 | remaining: 142s    
step 00541 (52.7%) | loss: 4.091293 | lrm: 0.95 | dt: 298ms | tok/sec: 54,970 | mfu: 35.5% | epoch: 1 | remaining: 142s    
step 00542 (52.8%) | loss: 4.087035 | lrm: 0.94 | dt: 300ms | tok/sec: 54,698 | mfu: 35.3% | epoch: 1 | remaining: 141s    
step 00543 (52.9%) | loss: 4.088884 | lrm: 0.94 | dt: 299ms | tok/sec: 54,885 | mfu: 35.4% | epoch: 1 | remaining: 141s    
step 00544 (53.0%) | loss: 4.083879 | lrm: 0.94 | dt: 299ms | tok/sec: 54,797 | mfu: 35.3% | epoch: 1 | remaining: 141s    
step 00545 (53.1%) | loss: 4.074408 | lrm: 0.94 | dt: 298ms | tok/sec: 54,946 | mfu: 35.4% | epoch: 1 | remaining: 140s    
step 00546 (53.2%) | loss: 4.084233 | lrm: 0.94 | dt: 299ms | tok/sec: 54,858 | mfu: 35.4% | epoch: 1 | remaining: 140s    
step 00547 (53.3%) | loss: 4.078699 | lrm: 0.93 | dt: 298ms | tok/sec: 54,995 | mfu: 35.5% | epoch: 1 | remaining: 140s    
step 00548 (53.4%) | loss: 4.076230 | lrm: 0.93 | dt: 298ms | tok/sec: 54,907 | mfu: 35.4% | epoch: 1 | remaining: 139s    
step 00549 (53.5%) | loss: 4.085467 | lrm: 0.93 | dt: 298ms | tok/sec: 54,956 | mfu: 35.4% | epoch: 1 | remaining: 139s    
step 00550 (53.6%) | loss: 4.090970 | lrm: 0.93 | dt: 299ms | tok/sec: 54,865 | mfu: 35.4% | epoch: 1 | remaining: 139s    
step 00551 (53.7%) | loss: 4.074323 | lrm: 0.93 | dt: 299ms | tok/sec: 54,829 | mfu: 35.4% | epoch: 1 | remaining: 139s    
step 00552 (53.8%) | loss: 4.071512 | lrm: 0.92 | dt: 298ms | tok/sec: 54,929 | mfu: 35.4% | epoch: 1 | remaining: 138s    
step 00553 (53.9%) | loss: 4.089616 | lrm: 0.92 | dt: 298ms | tok/sec: 54,951 | mfu: 35.4% | epoch: 1 | remaining: 138s    
step 00554 (54.0%) | loss: 4.080863 | lrm: 0.92 | dt: 299ms | tok/sec: 54,729 | mfu: 35.3% | epoch: 1 | remaining: 138s    
step 00555 (54.1%) | loss: 4.084969 | lrm: 0.92 | dt: 299ms | tok/sec: 54,816 | mfu: 35.4% | epoch: 1 | remaining: 137s    
step 00556 (54.2%) | loss: 4.076395 | lrm: 0.92 | dt: 298ms | tok/sec: 55,019 | mfu: 35.5% | epoch: 1 | remaining: 137s    
step 00557 (54.3%) | loss: 4.060273 | lrm: 0.91 | dt: 299ms | tok/sec: 54,827 | mfu: 35.4% | epoch: 1 | remaining: 137s    
step 00558 (54.4%) | loss: 4.066109 | lrm: 0.91 | dt: 299ms | tok/sec: 54,876 | mfu: 35.4% | epoch: 1 | remaining: 137s    
step 00559 (54.5%) | loss: 4.076517 | lrm: 0.91 | dt: 298ms | tok/sec: 55,051 | mfu: 35.5% | epoch: 1 | remaining: 136s    
step 00560 (54.6%) | loss: 4.080059 | lrm: 0.91 | dt: 298ms | tok/sec: 54,971 | mfu: 35.5% | epoch: 1 | remaining: 136s    
step 00561 (54.7%) | loss: 4.063672 | lrm: 0.91 | dt: 298ms | tok/sec: 54,927 | mfu: 35.4% | epoch: 1 | remaining: 136s    
step 00562 (54.8%) | loss: 4.058148 | lrm: 0.90 | dt: 298ms | tok/sec: 54,905 | mfu: 35.4% | epoch: 1 | remaining: 135s    
step 00563 (54.9%) | loss: 4.068585 | lrm: 0.90 | dt: 299ms | tok/sec: 54,764 | mfu: 35.3% | epoch: 1 | remaining: 135s    
step 00564 (55.0%) | loss: 4.077588 | lrm: 0.90 | dt: 298ms | tok/sec: 54,989 | mfu: 35.5% | epoch: 1 | remaining: 135s    
step 00565 (55.1%) | loss: 4.090007 | lrm: 0.90 | dt: 298ms | tok/sec: 54,925 | mfu: 35.4% | epoch: 1 | remaining: 134s    
step 00566 (55.2%) | loss: 4.083805 | lrm: 0.90 | dt: 298ms | tok/sec: 54,910 | mfu: 35.4% | epoch: 1 | remaining: 134s    
step 00567 (55.3%) | loss: 4.087384 | lrm: 0.89 | dt: 299ms | tok/sec: 54,870 | mfu: 35.4% | epoch: 1 | remaining: 134s    
step 00568 (55.4%) | loss: 4.081534 | lrm: 0.89 | dt: 299ms | tok/sec: 54,884 | mfu: 35.4% | epoch: 1 | remaining: 134s    
step 00569 (55.5%) | loss: 4.070612 | lrm: 0.89 | dt: 298ms | tok/sec: 54,976 | mfu: 35.5% | epoch: 1 | remaining: 133s    
step 00570 (55.6%) | loss: 4.069055 | lrm: 0.89 | dt: 298ms | tok/sec: 54,926 | mfu: 35.4% | epoch: 1 | remaining: 133s    
step 00571 (55.7%) | loss: 4.083112 | lrm: 0.89 | dt: 298ms | tok/sec: 54,924 | mfu: 35.4% | epoch: 1 | remaining: 133s    
step 00572 (55.8%) | loss: 4.079494 | lrm: 0.88 | dt: 298ms | tok/sec: 55,022 | mfu: 35.5% | epoch: 1 | remaining: 132s    
step 00573 (55.9%) | loss: 4.080164 | lrm: 0.88 | dt: 298ms | tok/sec: 54,925 | mfu: 35.4% | epoch: 1 | remaining: 132s    
step 00574 (56.0%) | loss: 4.086917 | lrm: 0.88 | dt: 298ms | tok/sec: 54,966 | mfu: 35.4% | epoch: 1 | remaining: 132s    
step 00575 (56.1%) | loss: 4.079048 | lrm: 0.88 | dt: 298ms | tok/sec: 54,986 | mfu: 35.5% | epoch: 1 | remaining: 131s    
step 00576 (56.2%) | loss: 4.079665 | lrm: 0.88 | dt: 298ms | tok/sec: 54,943 | mfu: 35.4% | epoch: 1 | remaining: 131s    
step 00577 (56.3%) | loss: 4.071614 | lrm: 0.87 | dt: 298ms | tok/sec: 54,990 | mfu: 35.5% | epoch: 1 | remaining: 131s    
step 00578 (56.4%) | loss: 4.075757 | lrm: 0.87 | dt: 298ms | tok/sec: 54,920 | mfu: 35.4% | epoch: 1 | remaining: 131s    
step 00579 (56.5%) | loss: 4.054848 | lrm: 0.87 | dt: 298ms | tok/sec: 54,929 | mfu: 35.4% | epoch: 1 | remaining: 130s    
step 00580 (56.6%) | loss: 4.057053 | lrm: 0.87 | dt: 298ms | tok/sec: 54,959 | mfu: 35.4% | epoch: 1 | remaining: 130s    
step 00581 (56.7%) | loss: 4.072499 | lrm: 0.87 | dt: 298ms | tok/sec: 54,938 | mfu: 35.4% | epoch: 1 | remaining: 130s    
step 00582 (56.8%) | loss: 4.077149 | lrm: 0.86 | dt: 298ms | tok/sec: 54,908 | mfu: 35.4% | epoch: 1 | remaining: 129s    
step 00583 (56.9%) | loss: 4.074701 | lrm: 0.86 | dt: 298ms | tok/sec: 54,917 | mfu: 35.4% | epoch: 1 | remaining: 129s    
step 00584 (57.0%) | loss: 4.080219 | lrm: 0.86 | dt: 298ms | tok/sec: 54,906 | mfu: 35.4% | epoch: 1 | remaining: 129s    
step 00585 (57.1%) | loss: 4.078714 | lrm: 0.86 | dt: 299ms | tok/sec: 54,852 | mfu: 35.4% | epoch: 1 | remaining: 128s    
step 00586 (57.2%) | loss: 4.074968 | lrm: 0.86 | dt: 298ms | tok/sec: 54,925 | mfu: 35.4% | epoch: 1 | remaining: 128s    
step 00587 (57.3%) | loss: 4.075831 | lrm: 0.85 | dt: 298ms | tok/sec: 55,008 | mfu: 35.5% | epoch: 1 | remaining: 128s    
step 00588 (57.4%) | loss: 4.069032 | lrm: 0.85 | dt: 299ms | tok/sec: 54,864 | mfu: 35.4% | epoch: 1 | remaining: 128s    
step 00589 (57.5%) | loss: 4.070195 | lrm: 0.85 | dt: 298ms | tok/sec: 54,943 | mfu: 35.4% | epoch: 1 | remaining: 127s    
step 00590 (57.6%) | loss: 4.069022 | lrm: 0.85 | dt: 298ms | tok/sec: 54,960 | mfu: 35.4% | epoch: 1 | remaining: 127s    
step 00591 (57.7%) | loss: 4.067894 | lrm: 0.85 | dt: 299ms | tok/sec: 54,803 | mfu: 35.3% | epoch: 1 | remaining: 127s    
step 00592 (57.8%) | loss: 4.051839 | lrm: 0.84 | dt: 298ms | tok/sec: 55,024 | mfu: 35.5% | epoch: 1 | remaining: 126s    
step 00593 (57.9%) | loss: 4.056027 | lrm: 0.84 | dt: 298ms | tok/sec: 54,900 | mfu: 35.4% | epoch: 1 | remaining: 126s    
step 00594 (58.0%) | loss: 4.057871 | lrm: 0.84 | dt: 298ms | tok/sec: 54,957 | mfu: 35.4% | epoch: 1 | remaining: 126s    
step 00595 (58.1%) | loss: 4.051117 | lrm: 0.84 | dt: 298ms | tok/sec: 54,993 | mfu: 35.5% | epoch: 1 | remaining: 125s    
step 00596 (58.2%) | loss: 4.070792 | lrm: 0.84 | dt: 299ms | tok/sec: 54,786 | mfu: 35.3% | epoch: 1 | remaining: 125s    
step 00597 (58.3%) | loss: 4.063538 | lrm: 0.83 | dt: 298ms | tok/sec: 54,947 | mfu: 35.4% | epoch: 1 | remaining: 125s    
step 00598 (58.4%) | loss: 4.066033 | lrm: 0.83 | dt: 298ms | tok/sec: 54,946 | mfu: 35.4% | epoch: 1 | remaining: 125s    
step 00599 (58.5%) | loss: 4.066417 | lrm: 0.83 | dt: 298ms | tok/sec: 55,024 | mfu: 35.5% | epoch: 1 | remaining: 124s    
step 00600 (58.6%) | loss: 4.060669 | lrm: 0.83 | dt: 298ms | tok/sec: 55,022 | mfu: 35.5% | epoch: 1 | remaining: 124s    
step 00601 (58.7%) | loss: 4.055138 | lrm: 0.83 | dt: 300ms | tok/sec: 54,678 | mfu: 35.3% | epoch: 1 | remaining: 124s    
step 00602 (58.8%) | loss: 4.054558 | lrm: 0.82 | dt: 298ms | tok/sec: 54,902 | mfu: 35.4% | epoch: 1 | remaining: 123s    
step 00603 (58.9%) | loss: 4.054333 | lrm: 0.82 | dt: 298ms | tok/sec: 54,919 | mfu: 35.4% | epoch: 1 | remaining: 123s    
step 00604 (59.0%) | loss: 4.036002 | lrm: 0.82 | dt: 299ms | tok/sec: 54,752 | mfu: 35.3% | epoch: 1 | remaining: 123s    
step 00605 (59.1%) | loss: 4.032565 | lrm: 0.82 | dt: 299ms | tok/sec: 54,866 | mfu: 35.4% | epoch: 1 | remaining: 122s    
step 00606 (59.2%) | loss: 4.032868 | lrm: 0.82 | dt: 298ms | tok/sec: 54,978 | mfu: 35.5% | epoch: 1 | remaining: 122s    
step 00607 (59.3%) | loss: 4.021101 | lrm: 0.81 | dt: 298ms | tok/sec: 54,910 | mfu: 35.4% | epoch: 1 | remaining: 122s    
step 00608 (59.4%) | loss: 4.026986 | lrm: 0.81 | dt: 298ms | tok/sec: 54,968 | mfu: 35.4% | epoch: 1 | remaining: 122s    
step 00609 (59.5%) | loss: 4.017725 | lrm: 0.81 | dt: 298ms | tok/sec: 54,910 | mfu: 35.4% | epoch: 1 | remaining: 121s    
step 00610 (59.6%) | loss: 4.021424 | lrm: 0.81 | dt: 298ms | tok/sec: 55,001 | mfu: 35.5% | epoch: 1 | remaining: 121s    
step 00611 (59.7%) | loss: 4.024295 | lrm: 0.81 | dt: 298ms | tok/sec: 55,019 | mfu: 35.5% | epoch: 1 | remaining: 121s    
step 00612 (59.8%) | loss: 4.025575 | lrm: 0.80 | dt: 298ms | tok/sec: 54,917 | mfu: 35.4% | epoch: 1 | remaining: 120s    
step 00613 (59.9%) | loss: 4.017119 | lrm: 0.80 | dt: 298ms | tok/sec: 54,942 | mfu: 35.4% | epoch: 1 | remaining: 120s    
step 00614 (60.0%) | loss: 4.015311 | lrm: 0.80 | dt: 298ms | tok/sec: 54,990 | mfu: 35.5% | epoch: 1 | remaining: 120s    
step 00615 (60.1%) | loss: 4.019439 | lrm: 0.80 | dt: 298ms | tok/sec: 55,020 | mfu: 35.5% | epoch: 1 | remaining: 120s    
step 00616 (60.2%) | loss: 4.030791 | lrm: 0.80 | dt: 299ms | tok/sec: 54,882 | mfu: 35.4% | epoch: 1 | remaining: 119s    
step 00617 (60.3%) | loss: 4.036033 | lrm: 0.79 | dt: 299ms | tok/sec: 54,861 | mfu: 35.4% | epoch: 1 | remaining: 119s    
step 00618 (60.4%) | loss: 4.048795 | lrm: 0.79 | dt: 298ms | tok/sec: 54,946 | mfu: 35.4% | epoch: 1 | remaining: 119s    
step 00619 (60.5%) | loss: 4.052101 | lrm: 0.79 | dt: 299ms | tok/sec: 54,799 | mfu: 35.3% | epoch: 1 | remaining: 118s    
step 00620 (60.6%) | loss: 4.059248 | lrm: 0.79 | dt: 298ms | tok/sec: 54,960 | mfu: 35.4% | epoch: 1 | remaining: 118s    
step 00621 (60.7%) | loss: 4.065067 | lrm: 0.79 | dt: 298ms | tok/sec: 54,927 | mfu: 35.4% | epoch: 1 | remaining: 118s    
step 00622 (60.8%) | loss: 4.045946 | lrm: 0.78 | dt: 298ms | tok/sec: 54,940 | mfu: 35.4% | epoch: 1 | remaining: 117s    
step 00623 (60.9%) | loss: 4.043189 | lrm: 0.78 | dt: 298ms | tok/sec: 54,974 | mfu: 35.5% | epoch: 1 | remaining: 117s    
step 00624 (61.0%) | loss: 4.034037 | lrm: 0.78 | dt: 298ms | tok/sec: 54,975 | mfu: 35.5% | epoch: 1 | remaining: 117s    
step 00625 (61.1%) | loss: 4.052145 | lrm: 0.78 | dt: 298ms | tok/sec: 54,911 | mfu: 35.4% | epoch: 1 | remaining: 117s    
step 00626 (61.2%) | loss: 4.047080 | lrm: 0.78 | dt: 298ms | tok/sec: 54,955 | mfu: 35.4% | epoch: 1 | remaining: 116s    
step 00627 (61.3%) | loss: 4.040851 | lrm: 0.77 | dt: 298ms | tok/sec: 54,936 | mfu: 35.4% | epoch: 1 | remaining: 116s    
step 00628 (61.4%) | loss: 4.040481 | lrm: 0.77 | dt: 298ms | tok/sec: 54,892 | mfu: 35.4% | epoch: 1 | remaining: 116s    
step 00629 (61.5%) | loss: 4.034007 | lrm: 0.77 | dt: 298ms | tok/sec: 55,066 | mfu: 35.5% | epoch: 1 | remaining: 115s    
step 00630 (61.6%) | loss: 4.030249 | lrm: 0.77 | dt: 299ms | tok/sec: 54,789 | mfu: 35.3% | epoch: 1 | remaining: 115s    
step 00631 (61.7%) | loss: 4.034038 | lrm: 0.77 | dt: 298ms | tok/sec: 54,935 | mfu: 35.4% | epoch: 1 | remaining: 115s    
step 00632 (61.8%) | loss: 4.033481 | lrm: 0.76 | dt: 298ms | tok/sec: 54,899 | mfu: 35.4% | epoch: 1 | remaining: 114s    
step 00633 (61.9%) | loss: 4.026875 | lrm: 0.76 | dt: 298ms | tok/sec: 54,964 | mfu: 35.4% | epoch: 1 | remaining: 114s    
